ticker,ticker_root,name,share_class_shares_outstanding,weighted_shares_outstanding,primary_exchange,cik,composite_figi,sic_code,sic_description,list_date,total_employees,market,description,active,address,branding,currency_name,homepage_url,locale,market_cap,phone_number,round_lot,share_class_figi,type,ticker_suffix
GS,GS,Goldman Sachs Group Inc.,338640000,338634588,XNYS,0000886982,BBG000C6CFJ5,6211,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",1999-05-04,49100,stocks,"Goldman Sachs is a leading global investment banking firm. Approximately 20% of its revenue comes from investment banking, 45% from trading, 20% from asset management and 15% from wealth management and retail financial services. Around 60% of the company's net revenue is generated in the Americas, 15% in Asia, and 25% in Europe, the Middle East, and Africa. In 2008, Goldman reorganized itself as a financial holding company regulated by the Federal Reserve System.",True,"{'address1': '200 WEST STREET', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10282'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdvbGRtYW5zYWNocy5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdvbGRtYW5zYWNocy5jb20/images/2022-11-01_icon.png'}",usd,https://www.goldmansachs.com,us,131681445889.68001,212-902-1000,100,BBG001SC07Z6,CS,
HAL,HAL,Halliburton Company,908050000,908046777,XNYS,0000045012,BBG000BKTFN2,1389,"OIL & GAS FIELD SERVICES, NEC",1948-09-15,40000,stocks,"Halliburton is one of the three largest oilfield service firms in the world, offering superior expertise in a number of business lines, including completion fluids, wireline services, cementing, and countless others. It's the number-one pressure pumper in North America, and has been a leading innovator in hydraulic fracturing over the past two decades.",True,"{'address1': '3000 NORTH SAM HOUSTON PARKWAY EAST', 'address2': '3000 NORTH SAM HOUSTON PARKWAY EAST', 'city': 'HOUSTON', 'state': 'TX', 'postal_code': '77032'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhhbGxpYnVydG9uLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhhbGxpYnVydG9uLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.halliburton.com,us,33016580811.72,(281) 871-2699,100,BBG001S5RS59,CS,
HIG,HIG,"The Hartford Financial Services Group, Inc.",318100000,318098929,XNYS,0000874766,BBG000G0Z878,6331,"FIRE, MARINE & CASUALTY INSURANCE",1995-12-15,18100,stocks,"The Hartford Financial Services Group Inc offers a diverse range of property and casualty insurance, group benefits, and mutual fund services to a customer base of individuals and corporations. It operates in five segments: Commercial Lines, Personal Lines, Property & Casualty Other Operations, Group Benefits, and Hartford Funds, as well as a Corporate category.",True,"{'address1': 'ONE HARTFORD PLAZA', 'city': 'HARTFORD', 'state': 'CT', 'postal_code': '06155'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRoZWhhcnRmb3JkLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRoZWhhcnRmb3JkLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.thehartford.com,us,24165975636.13,(860) 547-5000,100,BBG001S8PXF3,CS,
HAS,HAS,"Hasbro, Inc.",138110000,138113722,XNAS,0000046080,BBG000BKVJK4,3944,"GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES)",1984-12-18,6640,stocks,"Hasbro is a branded play company providing children and families around the world with entertainment offerings based on a world-class brand portfolio. From toys and games to television programming, motion pictures, and a licensing program, Hasbro reaches customers by leveraging its well-known brands such as Transformers, Nerf, and Magic: The Gathering. Ownership stakes in Discovery Family, which offers programming around Hasbro brands, and owned production capabilities from Entertainment One help bolster Hasbro's multichannel presence. The firm acquired Entertainment One in 2019, bolting on popular properties like Peppa Pig and PJ Masks, and has plans to tie up with Dungeons & Dragons Beyond in 2022, offering the firm access 10 million digital tabletop players.",True,"{'address1': '1027 NEWPORT AVE', 'address2': 'P O BOX 1059', 'city': 'PAWTUCKET', 'state': 'RI', 'postal_code': '02861'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3Lmhhc2Jyby5jb20/images/2022-11-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3Lmhhc2Jyby5jb20/images/2022-11-01_icon.png'}",usd,https://www.hasbro.com,us,8576862136.2,(401) 431-8697,100,BBG001S5RSQ6,CS,
HCA,HCA,"HCA Healthcare, Inc.",282720000,282716700,XNYS,0000860730,BBG000QW7VC1,8062,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",2011-03-10,284000,stocks,"HCA Healthcare is a Nashville-based healthcare provider organization operating the largest collection of acute-care hospitals in the U.S. As of December 2021, the firm owned and operated 182 hospitals, 125 freestanding outpatient surgery centers, and a broad network of physician offices, urgent care clinics, and freestanding emergency rooms across nearly 20 states and a small foothold in England.",True,"{'address1': 'ONE PARK PLZ', 'city': 'NASHVILLE', 'state': 'TN', 'postal_code': '37203'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhjYWhlYWx0aGNhcmUuY29t/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhjYWhlYWx0aGNhcmUuY29t/images/2022-11-01_icon.png'}",usd,https://www.hcahealthcare.com,us,67673896479.0,(615) 344-9551,100,BBG001T8NTY2,CS,
PEAK,PEAK,"Healthpeak Properties, Inc.",537540000,537540144,XNYS,0000765880,BBG000BKYDP9,6798,REAL ESTATE INVESTMENT TRUSTS,1985-05-23,196,stocks,"Healthpeak owns a diversified healthcare portfolio of approximately 462 in-place properties spread across mainly medical office and life science assets, plus a handful of senior housing, hospital, and skilled nursing/post-acute care assets, as well.",True,"{'address1': '5050 SOUTH SYRACUSE STREET', 'address2': 'SUITE 800', 'city': 'DENVER', 'state': 'CO', 'postal_code': '80237'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhlYWx0aHBlYWsuY29t/images/2022-01-10_logo.svg'},usd,https://www.healthpeak.com,us,13685772066.24,949-407-0700,100,BBG001S5RTS2,CS,
HSIC,HSIC,Henry Schein Inc,135550000,135547575,XNAS,0001000228,BBG000BNMMJ3,5047,"WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES",1995-11-03,22000,stocks,"Henry Schein is the largest wholesaler of dental and medical products to office-based practitioners. The company has been established for approximately 90 years and operates across nearly 30 distribution centers to offer hundreds of thousands of products to customers globally. Henry Schein also offers practice management products that include software products, technical, financial, and educational services. The company recently spun off its animal health business.",True,"{'address1': '135 DURYEA RD', 'city': 'MELVILLE', 'state': 'NY', 'postal_code': '11747'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhlbnJ5c2NoZWluLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhlbnJ5c2NoZWluLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.henryschein.com,us,11038994508.0,(631) 843-5500,100,BBG001S6S7F1,CS,
HSY,HSY,The Hershey Company,146970000,205082576,XNYS,0000047111,BBG000BLHRS2,2060,SUGAR & CONFECTIONERY PRODUCTS,1947-09-19,18990,stocks,"Hershey is a leading confectionery manufacturer in the U.S. (around a $25 billion market), controlling around 47% of the domestic chocolate space (per IRI). Beyond its namesake label, the firm's mix has expanded over the last 85 years and now consists of 100 brands, including Reese's, Kit Kat, Kisses, and Ice Breakers. Hershey's products are sold in about 80 countries, albeit with just a high-single-digit percentage of sales coming from markets outside the U.S., including Brazil, India, and Mexico. The firm has sought inorganic opportunities to extend its reach beyond its core confection business, adding Amplify Snack Brands and its Skinny Pop ready-to-eat popcorn to its mix and Pirate Brands (including the Pirate's Booty, Smart Puffs, and Original Tings brands) over the past few years.",True,"{'address1': '19 EAST CHOCOLATE AVENUE', 'address2': 'EXTERNAL RPTG & COMPLIANCE', 'city': 'HERSHEY', 'state': 'PA', 'postal_code': '17033'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRoZWhlcnNoZXljb21wYW55LmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRoZWhlcnNoZXljb21wYW55LmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.thehersheycompany.com,us,47940102965.759995,(717) 534-4200,100,BBG001S5S148,CS,
HES,HES,Hess Corporation,308310000,308308466,XNYS,0000004447,BBG000BBD070,2911,PETROLEUM REFINING,1983-04-06,1545,stocks,"Hess is an independent oil and gas producer with key assets in the Bakken Shale, Guyana, the Gulf of Mexico, and Southeast Asia. At the end of 2021, the company reported net proved reserves of 1.3 billion barrels of oil equivalent. Net production averaged 315 thousand barrels of oil equivalent per day in 2021, at a ratio of 69% oil and natural gas liquids and 31% natural gas.",True,"{'address1': '1185 AVENUE OF THE AMERICAS', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10036'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3Lmhlc3MuY29t/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3Lmhlc3MuY29t/images/2022-11-01_icon.jpeg'}",usd,https://www.hess.com,us,44630733538.159996,(212) 997-8500,100,BBG001S5NHS2,CS,
HPE,HPE,Hewlett Packard Enterprise Company,1286700000,1286700896,XNYS,0001645590,BBG0078W3NQ3,5045,WHOLESALE-COMPUTERS & PERIPHERAL EQUIPMENT & SOFTWARE,2015-10-19,60400,stocks,"Hewlett Packard Enterprise is an information technology vendor that provides hardware and software to enterprises. Its primary product lines are compute servers, storage arrays, and networking equipment; it also has a high-performance computing business. HPE's stated goal is to be a complete edge-to-cloud company, and its portfolio enables hybrid clouds and hyperconverged infrastructure. It uses a primarily outsourced manufacturing model and employs 60,000 people worldwide.",True,"{'address1': '1701 E MOSSY OAKS ROAD', 'city': 'SPRING', 'state': 'TX', 'postal_code': '77389'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhwZS5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhwZS5jb20/images/2022-11-01_icon.png'}",usd,https://www.hpe.com,us,20368475183.68,678-259-9860,100,BBG0078W3NP4,CS,
HLT,HLT,Hilton Worldwide Holdings Inc.,270460000,270456017,XNYS,0001585689,BBG0058KMH30,7011,HOTELS & MOTELS,2013-12-12,142000,stocks,"Hilton Worldwide Holdings operates 1,111,147 rooms across its 18 brands addressing the midscale through luxury segments as of Sept. 30, 2022. Hampton and Hilton are the two largest brands by total room count at 28% and 21%, respectively, as of Dec. 31, 2021. Recent brands launched over the last few years include Home2, Curio, Canopy, Tru, and Tempo. Managed and franchised represent the vast majority of adjusted EBITDA, predominantly from the Americas regions.",True,"{'address1': '7930 JONES BRANCH DRIVE, SUITE 1100', 'city': 'MCLEAN', 'state': 'VA', 'postal_code': '22102'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhpbHRvbi5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhpbHRvbi5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.hilton.com,us,37390544350.25,703-883-1000,100,BBG0058KMH49,CS,
HOLX,HOLX,Hologic Inc,249650000,245833759,XNAS,0000859737,BBG000C3NTN5,3844,X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,1990-03-01,6944,stocks,"Hologic manufactures proprietary products for the healthcare needs of women. The company operates in four segments: diagnostics (64% of total sales, boosted by pandemic), breast health (21% of sales, suppressed by pandemic), surgical (12%), and skeletal health (2%). While the company traditionally focused on breast health, the acquisition of Gen-Probe put greater emphasis on commercial diagnostics. The United States accounts for the largest portion of the firm's revenue (75%), followed by Europe (16%), Asia (6%), and other international markets (3%). Hologic is headquartered in Bedford, Massachusetts.",True,"{'address1': '250 CAMPUS DRIVE', 'city': 'MARLBOROUGH', 'state': 'MA', 'postal_code': '01752'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhvbG9naWMuY29t/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhvbG9naWMuY29t/images/2022-11-01_icon.png'}",usd,http://www.hologic.com,us,18420323561.870003,(508) 263-2900,100,BBG001S6HWB2,CS,
HD,HD,"Home Depot, Inc.",1019190000,1019186022,XNYS,0000354950,BBG000BKZB36,5211,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,1981-09-22,490600,stocks,"Home Depot is the world's largest home improvement specialty retailer, operating more than 2,300 warehouse-format stores offering more than 30,000 products in store and 1 million products online in the United States, Canada, and Mexico. Its stores offer numerous building materials, home improvement products, lawn and garden products, and decor products and provide various services, including home improvement installation services and tool and equipment rentals. The acquisition of distributor Interline Brands in 2015 allowed Home Depot to enter the maintenance, repair, and operations business, which has been expanded through the tie-up with HD Supply (2020). Moreover, the addition of the Company Store brought textile exposure to Home Depot's lineup.",True,"{'address1': '2455 PACES FERRY ROAD', 'city': 'ATLANTA', 'state': 'GA', 'postal_code': '30339-4024'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhvbWVkZXBvdC5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhvbWVkZXBvdC5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.homedepot.com,us,332641933860.36,770-433-8211,100,BBG001S5RTW7,CS,
HON,HON,"Honeywell International, Inc.",672320000,672322232,XNAS,0000773840,BBG000H556T9,3724,AIRCRAFT ENGINES & ENGINE PARTS,1929-09-19,99000,stocks,"Honeywell traces its roots to 1885 with Albert Butz's firm, Butz-Thermo Electric Regulator, which produced a predecessor to the modern thermostat. Today, Honeywell is a global multi-industry behemoth with one of the largest installed bases of equipment. It operates through four business segments: aerospace, building technologies, performance materials and technologies, and safety and productivity solutions. In recent years, the firm has made several portfolio changes, including the addition of Intelligrated in 2016, as well as the spinoffs of Garrett Technologies and Resideo in 2018. In 2019, the firm launched Honeywell Forge, its enterprise performance management software solution that leverages the firm's domain expertise in buildings, airlines, and critical infrastructure.",True,"{'address1': '855 S. MINT STREET', 'city': 'CHARLOTTE', 'state': 'NC', 'postal_code': '28202'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhvbmV5d2VsbC5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmhvbmV5d2VsbC5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.honeywell.com,us,147944507151.6,704-627-6200,100,BBG001S5X1N1,CS,
HRL,HRL,Hormel Foods Corporation,546200000,546197604,XNYS,0000048465,BBG000BLF8D2,2011,MEAT PACKING PLANTS,1990-01-16,20000,stocks,"Hormel Foods is a protein-focused branded food company. Its brands include its namesake Hormel, Spam, Jennie-O, Dinty Moore, Applegate, Wholly Guacamole, Planters, and Skippy. The vast majority of the company's revenue is U.S.-based: 64% U.S. retail, 28% U.S. food service, and 8% international. By product type, in fiscal 2021, 23% of revenue was shelf-stable foods, 18% was poultry (branded and commodity), 55% was other perishable food, and 3% was other, primarily nutritional products. The company holds the number-one market position in shelf-stable meat, shelf-stable ready meals, pepperoni, natural/organic deli meat, and guacamole and the number-two position in turkey, bacon, chilled ready meals, and peanut butter.",True,"{'address1': '1 HORMEL PL', 'city': 'AUSTIN', 'state': 'MN', 'postal_code': '55912-3680'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3Lmhvcm1lbGZvb2RzLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3Lmhvcm1lbGZvb2RzLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.hormelfoods.com,us,26987623613.64,(507) 437-5611,100,BBG001S5S0D0,CS,
